OBJECTID,CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,NOM_LOC,pop_t,pop_m,pop_h,pob_nat,pob_for,pob_dis,pop_ssal,viv_t,viv_hab,H3,H4,TT,H5,H1,H2,inun_pluv,licuefacc,nivel-mar,tsunami,fallas_fra,inun_fluvi
"1131","1802000831247017","18","020","0083","1247","017",Urbana,Típica,San José del Valle,"22","9","13","8","14","0","3","10","8",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1132","1802000831247016","18","020","0083","1247","016",Urbana,Típica,San José del Valle,"32","15","17","4","28","0","9","10","9",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1133","1802000831247015","18","020","0083","1247","015",Urbana,Típica,San José del Valle,"72","42","30","21","51","0","35","20","18",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1134","1802000831232032","18","020","0083","1232","032",Urbana,Típica,San José del Valle,"77","39","38","6","71","7","10","22","19",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1135","1802000831232031","18","020","0083","1232","031",Urbana,Típica,San José del Valle,"154","86","68","47","107","6","51","52","39",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1136","1802000831232030","18","020","0083","1232","030",Urbana,Típica,San José del Valle,"62","32","30","14","48","8","15","21","18",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1139",180200053093A031,"18","020","0053",093A,"031",Urbana,Típica,Mezcales,"47","27","20","42","5","0","0","21","18",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1140",180200053093A021,"18","020","0053",093A,"021",Urbana,Típica,Mezcales,"120","62","58","24","94","0","31","46","38",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1141",180200053093A020,"18","020","0053",093A,"020",Urbana,Típica,Mezcales,"122","61","61","18","103","3","11","37","30",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1142",180200053093A019,"18","020","0053",093A,"019",Urbana,Típica,Mezcales,"81","37","44","20","61","7","28","39","31",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1143",180200053093A016,"18","020","0053",093A,"016",Urbana,Típica,Mezcales,"76","38","38","56","20","0","0","26","25",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000014,100.000000000000014,0.000000000000000,100.000000000000014,0.000000000000000,0.000000000000000
"1144",180200053093A005,"18","020","0053",093A,"005",Urbana,Típica,Mezcales,"67","34","33","40","26","0","8","27","24",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,99.999999999999986,99.999999999999986,0.000000000000000,99.999999999999986,0.000000000000000,0.000000000000000
"1145","1802000530516046","18","020","0053","0516","046",Urbana,Típica,Mezcales,"2","0","0","0","0","0","0","2","1",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1146","1802000530516041","18","020","0053","0516","041",Urbana,Típica,Mezcales,"10","5","5","0","9","0","8","4","4",0.000000000000000,0.000000000000000,0.000000000000000,1.364440527504932,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,15.959782687992528,0.000000000000000,0.000000000000000
"1147","1802000530516039","18","020","0053","0516","039",Urbana,Típica,Mezcales,"0","0","0","0","0","0","0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000014,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000014,0.000000000000000,100.000000000000014,0.000000000000000,0.000000000000000
"1148","1802000531603004","18","020","0053","1603","004",Urbana,Típica,Mezcales,"21","11","10","5","16","0","16","4","4",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1149","1802000531603003","18","020","0053","1603","003",Urbana,Típica,Mezcales,"16","6","10","3","13","0","0","6","5",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1150","1802000531603002","18","020","0053","1603","002",Urbana,Típica,Mezcales,"24","13","11","4","20","0","12","7","6",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,77.233819477454205,0.000000000000000,0.000000000000000
"1151","1802000531016024","18","020","0053","1016","024",Urbana,Parque o Jardín,Mezcales,"0","0","0","0","0","0","0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1152","1802000530959006","18","020","0053","0959","006",Urbana,Típica,Mezcales,"0","0","0","0","0","0","0","1","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,99.999999999999986,0.000000000000000,99.999999999999986,0.000000000000000,0.000000000000000
"1153","1802000530959005","18","020","0053","0959","005",Urbana,Típica,Mezcales,"11","0","9","0","11","0","4","4","3",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1154","1802000530959004","18","020","0053","0959","004",Urbana,Típica,Mezcales,"38","22","16","8","28","0","0","15","12",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1155","1802000530959003","18","020","0053","0959","003",Urbana,Típica,Mezcales,"39","20","19","5","34","0","4","15","15",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1156","1802000530944027","18","020","0053","0944","027",Urbana,Típica,Mezcales,"40","21","19","3","31","0","5","28","13",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1157","1802000530944026","18","020","0053","0944","026",Urbana,Típica,Mezcales,"25","13","12","0","22","0","13","25","8",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1158",180200053093A028,"18","020","0053",093A,"028",Urbana,Típica,Mezcales,"58","36","22","23","35","5","12","20","18",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1159",180200053093A027,"18","020","0053",093A,"027",Urbana,Típica,Mezcales,"61","31","30","12","48","0","4","24","19",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1160",180200053093A026,"18","020","0053",093A,"026",Urbana,Típica,Mezcales,"41","22","19","4","36","0","10","26","14",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1161",180200053093A012,"18","020","0053",093A,"012",Urbana,Típica,Mezcales,"70","34","36","22","48","0","10","22","21",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1162","1802000530925034","18","020","0053","0925","034",Urbana,Típica,Mezcales,"25","11","14","0","22","0","8","14","9",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1163","1802000530925033","18","020","0053","0925","033",Urbana,Típica,Mezcales,"44","19","25","11","30","0","4","42","19",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1164","1802000530925023","18","020","0053","0925","023",Urbana,Típica,Mezcales,"0","0","0","0","0","0","0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1165","1802000530906022","18","020","0053","0906","022",Urbana,Típica,Mezcales,"2","0","0","0","0","0","0","8","1",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1166","1802000530906021","18","020","0053","0906","021",Urbana,Típica,Mezcales,"16","8","8","6","9","0","3","14","6",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1167","1802000530906015","18","020","0053","0906","015",Urbana,Típica,Mezcales,"16","9","7","3","12","0","3","16","6",0.000000000000000,0.000000000000000,0.000000000000000,11.222364427164280,0.000000000000000,0.000000000000000,0.000000000000000,99.999999999999986,0.000000000000000,99.999999999999986,0.000000000000000,0.000000000000000
"1168","1802000530906014","18","020","0053","0906","014",Urbana,Típica,Mezcales,"25","11","14","8","14","0","7","17","8",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1169","1802000530906013","18","020","0053","0906","013",Urbana,Típica,Mezcales,"28","12","16","4","23","0","5","29","10",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1170","1802000530906012","18","020","0053","0906","012",Urbana,Típica,Mezcales,"76","43","33","16","52","0","18","59","29",0.000000000000000,0.000000000000000,0.000000000000000,38.795086160986536,0.000000000000000,0.000000000000000,0.000000000000000,99.999999999999986,0.000000000000000,99.999999999999986,0.000000000000000,0.000000000000000
"1171","1802000530874003","18","020","0053","0874","003",Urbana,Típica,Mezcales,"118","50","68","28","89","0","9","55","40",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,85.601915597885821,0.000000000000000,0.000000000000000
"1172",180200053086A034,"18","020","0053",086A,"034",Urbana,Típica,Mezcales,"95","47","48","40","50","3","31","43","33",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"1173",180200053086A033,"18","020","0053",086A,"033",Urbana,Típica,Mezcales,"126","65","61","54","70","0","33","45","37",0.000000000000000,0.000000000000000,0.000000000000000,2.904277720481752,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
